Age_Group,Skin_Type,Skin_Subtype,Sensitivity,Concern,Internal_Type,Ingredients,Concentrations,Effects,Treatment_Profile
45+,Oily,Extreme Oily,No,Dark Spots,General,Vitamin C + Niacinamide + Kojic Acid,10% + 5% + 1%,"Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Lightens pigmentation and skin discoloration","Vitamin C(10%) + Niacinamide(5%) + Kojic Acid(1%) -> Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Lightens pigmentation and skin discoloration"
45+,Oily,Extreme Oily,No,Dullness,General,Hyaluronic Acid + Niacinamide + Vitamin C,1% + 5% + 10%,"Hydrates and plumps the skin, Reduces inflammation and regulates sebum, Brightens skin and reduces pigmentation","Hyaluronic Acid(1%) + Niacinamide(5%) + Vitamin C(10%) -> Hydrates and plumps the skin, Reduces inflammation and regulates sebum, Brightens skin and reduces pigmentation"
45+,Oily,Extreme Oily,No,Hyperpigmentation,General,Alpha Arbutin + Tranexamic Acid + Licorice Extract,2% + 2% + 2%,"Reduces hyperpigmentation and dark spots, Reduces melanin production and pigmentation, Lightens dark spots and evens skin tone","Alpha Arbutin(2%) + Tranexamic Acid(2%) + Licorice Extract(2%) -> Reduces hyperpigmentation and dark spots, Reduces melanin production and pigmentation, Lightens dark spots and evens skin tone"
45+,Oily,Extreme Oily,No,Open Pores,General,Green Tea Extract + Clay + Niacinamide,3% + 5% + 1%,"Provides antioxidant and anti-inflammatory benefits, Absorbs excess oil and tightens pores, Reduces inflammation and regulates sebum","Green Tea Extract(3%) + Clay(5%) + Niacinamide(1%) -> Provides antioxidant and anti-inflammatory benefits, Absorbs excess oil and tightens pores, Reduces inflammation and regulates sebum"
45+,Oily,Extreme Oily,No,Redness,General,Chamomile Extract + Centella Asiatica + Green Tea Extract,3% + 1% + 1%,"Calms redness and irritation, Soothes irritation and repairs skin barrier, Provides antioxidant and anti-inflammatory benefits","Chamomile Extract(3%) + Centella Asiatica(1%) + Green Tea Extract(1%) -> Calms redness and irritation, Soothes irritation and repairs skin barrier, Provides antioxidant and anti-inflammatory benefits"
45+,Oily,Extreme Oily,No,Sun Tan,General,Licorice Extract + Aloe Vera + Niacinamide,2% + 5% + 1%,"Lightens dark spots and evens skin tone, Soothes and hydrates irritated skin, Reduces inflammation and regulates sebum","Licorice Extract(2%) + Aloe Vera(5%) + Niacinamide(1%) -> Lightens dark spots and evens skin tone, Soothes and hydrates irritated skin, Reduces inflammation and regulates sebum"
45+,Oily,Extreme Oily,No,Whiteheads / Blackheads,General,Niacinamide + Salicylic Acid + Zinc PCA,5% + 2% + 1%,"Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil, Controls sebum production","Niacinamide(5%) + Salicylic Acid(2%) + Zinc PCA(1%) -> Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil, Controls sebum production"
45+,Oily,Extreme Oily,No,Wrinkles,General,Peptides + Niacinamide + Retinol,5% + 0.1% + 1%,"Improves skin elasticity and firmness, Reduces inflammation and regulates sebum, Stimulates collagen production and reduces wrinkles","Peptides(5%) + Niacinamide(0.1%) + Retinol(1%) -> Improves skin elasticity and firmness, Reduces inflammation and regulates sebum, Stimulates collagen production and reduces wrinkles"
45+,Combination,T-Zone Oily Cheeks Dry,Yes,Acne,Comedonal,Niacinamide + Azelaic Acid + Green Tea Extract,5% + 10% + 3%,"Reduces inflammation and regulates sebum, Reduces acne and improves skin texture, Provides antioxidant and anti-inflammatory benefits","Niacinamide(5%) + Azelaic Acid(10%) + Green Tea Extract(3%) -> Reduces inflammation and regulates sebum, Reduces acne and improves skin texture, Provides antioxidant and anti-inflammatory benefits"
45+,Combination,T-Zone Oily Cheeks Dry,Yes,Acne,Inflammatory,Niacinamide + Benzoyl Peroxide + Green Tea Extract,5% + 2.5% + 3%,"Reduces inflammation and regulates sebum, Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits","Niacinamide(5%) + Benzoyl Peroxide(2.5%) + Green Tea Extract(3%) -> Reduces inflammation and regulates sebum, Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits"
45+,Combination,T-Zone Oily Cheeks Dry,Yes,Acne,Fungal,Salicylic Acid + Benzoyl Peroxide + Azelaic Acid,2% + 2.5% + 10%,"Unclogs pores and removes excess oil, Kills acne-causing bacteria, Reduces acne and improves skin texture","Salicylic Acid(2%) + Benzoyl Peroxide(2.5%) + Azelaic Acid(10%) -> Unclogs pores and removes excess oil, Kills acne-causing bacteria, Reduces acne and improves skin texture"
45+,Combination,T-Zone Oily Cheeks Dry,Yes,Acne,Cystic,Niacinamide + Benzoyl Peroxide + Green Tea Extract,5% + 2.5% + 3%,"Reduces inflammation and regulates sebum, Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits","Niacinamide(5%) + Benzoyl Peroxide(2.5%) + Green Tea Extract(3%) -> Reduces inflammation and regulates sebum, Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits"
45+,Combination,T-Zone Oily Cheeks Dry,Yes,Dark Circles,Pigmented,Niacinamide + Caffeine + Caffeine,5% + 3% + 3%,"Reduces inflammation and regulates sebum, Reduces puffiness and improves circulation, Improves blood circulation under eyes","Niacinamide(5%) + Caffeine(3%) + Caffeine(3%) -> Reduces inflammation and regulates sebum, Reduces puffiness and improves circulation, Improves blood circulation under eyes"
45+,Combination,T-Zone Oily Cheeks Dry,Yes,Dark Circles,Vascular,Vitamin C + Hyaluronic Acid + Caffeine,10% + 1% + 3%,"Brightens skin and reduces pigmentation, Hydrates and plumps the skin, Reduces puffiness and improves circulation","Vitamin C(10%) + Hyaluronic Acid(1%) + Caffeine(3%) -> Brightens skin and reduces pigmentation, Hydrates and plumps the skin, Reduces puffiness and improves circulation"
45+,Combination,T-Zone Oily Cheeks Dry,Yes,Dark Spots,General,Kojic Acid + Licorice Extract + Vitamin C,1% + 2% + 10%,"Lightens pigmentation and skin discoloration, Lightens dark spots and evens skin tone, Brightens skin and reduces pigmentation","Kojic Acid(1%) + Licorice Extract(2%) + Vitamin C(10%) -> Lightens pigmentation and skin discoloration, Lightens dark spots and evens skin tone, Brightens skin and reduces pigmentation"
45+,Combination,T-Zone Oily Cheeks Dry,Yes,Dullness,General,Lactic Acid + Green Tea Extract + Vitamin C,3% + 10% + 1%,"Gently exfoliates and improves skin radiance, Provides antioxidant and anti-inflammatory benefits, Brightens skin and reduces pigmentation","Lactic Acid(3%) + Green Tea Extract(10%) + Vitamin C(1%) -> Gently exfoliates and improves skin radiance, Provides antioxidant and anti-inflammatory benefits, Brightens skin and reduces pigmentation"
45+,Combination,T-Zone Oily Cheeks Dry,Yes,Hyperpigmentation,General,Tranexamic Acid + Niacinamide + Licorice Extract,2% + 5% + 2%,"Reduces melanin production and pigmentation, Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone","Tranexamic Acid(2%) + Niacinamide(5%) + Licorice Extract(2%) -> Reduces melanin production and pigmentation, Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone"
45+,Combination,T-Zone Oily Cheeks Dry,Yes,Open Pores,General,Clay + Azelaic Acid + Niacinamide,10% + 5% + 1%,"Absorbs excess oil and tightens pores, Reduces acne and improves skin texture, Reduces inflammation and regulates sebum","Clay(10%) + Azelaic Acid(5%) + Niacinamide(1%) -> Absorbs excess oil and tightens pores, Reduces acne and improves skin texture, Reduces inflammation and regulates sebum"
45+,Combination,T-Zone Oily Cheeks Dry,Yes,Redness,General,Niacinamide + Green Tea Extract + Aloe Vera,5% + 3% + 1%,"Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits, Soothes and hydrates irritated skin","Niacinamide(5%) + Green Tea Extract(3%) + Aloe Vera(1%) -> Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits, Soothes and hydrates irritated skin"
45+,Combination,T-Zone Oily Cheeks Dry,Yes,Sun Tan,General,Aloe Vera + Alpha Arbutin + Licorice Extract,2% + 2% + 1%,"Soothes and hydrates irritated skin, Reduces hyperpigmentation and dark spots, Lightens dark spots and evens skin tone","Aloe Vera(2%) + Alpha Arbutin(2%) + Licorice Extract(1%) -> Soothes and hydrates irritated skin, Reduces hyperpigmentation and dark spots, Lightens dark spots and evens skin tone"
45+,Combination,T-Zone Oily Cheeks Dry,Yes,Whiteheads / Blackheads,General,Niacinamide + Willow Bark Extract + Zinc PCA,5% + 1% + 1%,"Reduces inflammation and regulates sebum, Naturally exfoliates and clears pores, Controls sebum production","Niacinamide(5%) + Willow Bark Extract(1%) + Zinc PCA(1%) -> Reduces inflammation and regulates sebum, Naturally exfoliates and clears pores, Controls sebum production"
45+,Combination,T-Zone Oily Cheeks Dry,Yes,Wrinkles,General,Peptides + Retinol + Niacinamide,0.1% + 5% + 1%,"Improves skin elasticity and firmness, Stimulates collagen production and reduces wrinkles, Reduces inflammation and regulates sebum","Peptides(0.1%) + Retinol(5%) + Niacinamide(1%) -> Improves skin elasticity and firmness, Stimulates collagen production and reduces wrinkles, Reduces inflammation and regulates sebum"
45+,Combination,T-Zone Oily Cheeks Dry,No,Acne,Comedonal,Green Tea Extract + Benzoyl Peroxide + Zinc PCA,3% + 2.5% + 1%,"Provides antioxidant and anti-inflammatory benefits, Kills acne-causing bacteria, Controls sebum production","Green Tea Extract(3%) + Benzoyl Peroxide(2.5%) + Zinc PCA(1%) -> Provides antioxidant and anti-inflammatory benefits, Kills acne-causing bacteria, Controls sebum production"
45+,Combination,T-Zone Oily Cheeks Dry,No,Acne,Inflammatory,Niacinamide + Benzoyl Peroxide + Azelaic Acid,5% + 2.5% + 10%,"Reduces inflammation and regulates sebum, Kills acne-causing bacteria, Reduces acne and improves skin texture","Niacinamide(5%) + Benzoyl Peroxide(2.5%) + Azelaic Acid(10%) -> Reduces inflammation and regulates sebum, Kills acne-causing bacteria, Reduces acne and improves skin texture"
45+,Combination,T-Zone Oily Cheeks Dry,No,Acne,Fungal,Azelaic Acid + Salicylic Acid + Zinc PCA,10% + 2% + 1%,"Reduces acne and improves skin texture, Unclogs pores and removes excess oil, Controls sebum production","Azelaic Acid(10%) + Salicylic Acid(2%) + Zinc PCA(1%) -> Reduces acne and improves skin texture, Unclogs pores and removes excess oil, Controls sebum production"
45+,Combination,T-Zone Oily Cheeks Dry,No,Acne,Cystic,Zinc PCA + Green Tea Extract + Salicylic Acid,3% + 2% + 1%,"Controls sebum production, Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil","Zinc PCA(3%) + Green Tea Extract(2%) + Salicylic Acid(1%) -> Controls sebum production, Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil"
45+,Combination,T-Zone Oily Cheeks Dry,No,Dark Circles,Pigmented,Caffeine + Caffeine + Vitamin C,3% + 3% + 10%,"Reduces puffiness and improves circulation, Improves blood circulation under eyes, Brightens skin and reduces pigmentation","Caffeine(3%) + Caffeine(3%) + Vitamin C(10%) -> Reduces puffiness and improves circulation, Improves blood circulation under eyes, Brightens skin and reduces pigmentation"
45+,Combination,T-Zone Oily Cheeks Dry,No,Dark Circles,Vascular,Caffeine + Vitamin C + Licorice Extract,3% + 10% + 2%,"Improves blood circulation under eyes, Brightens skin and reduces pigmentation, Lightens dark spots and evens skin tone","Caffeine(3%) + Vitamin C(10%) + Licorice Extract(2%) -> Improves blood circulation under eyes, Brightens skin and reduces pigmentation, Lightens dark spots and evens skin tone"
45+,Combination,T-Zone Oily Cheeks Dry,No,Dark Spots,General,Niacinamide + Kojic Acid + Licorice Extract,5% + 1% + 2%,"Reduces inflammation and regulates sebum, Lightens pigmentation and skin discoloration, Lightens dark spots and evens skin tone","Niacinamide(5%) + Kojic Acid(1%) + Licorice Extract(2%) -> Reduces inflammation and regulates sebum, Lightens pigmentation and skin discoloration, Lightens dark spots and evens skin tone"
45+,Combination,T-Zone Oily Cheeks Dry,No,Dullness,General,Vitamin C + Hyaluronic Acid + Niacinamide,10% + 1% + 5%,"Brightens skin and reduces pigmentation, Hydrates and plumps the skin, Reduces inflammation and regulates sebum","Vitamin C(10%) + Hyaluronic Acid(1%) + Niacinamide(5%) -> Brightens skin and reduces pigmentation, Hydrates and plumps the skin, Reduces inflammation and regulates sebum"
45+,Combination,T-Zone Oily Cheeks Dry,No,Hyperpigmentation,General,Vitamin C + Niacinamide + Tranexamic Acid,10% + 5% + 2%,"Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Reduces melanin production and pigmentation","Vitamin C(10%) + Niacinamide(5%) + Tranexamic Acid(2%) -> Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Reduces melanin production and pigmentation"
45+,Combination,T-Zone Oily Cheeks Dry,No,Open Pores,General,Green Tea Extract + Niacinamide + Salicylic Acid,3% + 5% + 2%,"Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil","Green Tea Extract(3%) + Niacinamide(5%) + Salicylic Acid(2%) -> Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil"
45+,Combination,T-Zone Oily Cheeks Dry,No,Redness,General,Centella Asiatica + Chamomile Extract + Niacinamide,5% + 1% + 1%,"Soothes irritation and repairs skin barrier, Calms redness and irritation, Reduces inflammation and regulates sebum","Centella Asiatica(5%) + Chamomile Extract(1%) + Niacinamide(1%) -> Soothes irritation and repairs skin barrier, Calms redness and irritation, Reduces inflammation and regulates sebum"
45+,Combination,T-Zone Oily Cheeks Dry,No,Sun Tan,General,Alpha Arbutin + Aloe Vera + Vitamin C,2% + 10% + 1%,"Reduces hyperpigmentation and dark spots, Soothes and hydrates irritated skin, Brightens skin and reduces pigmentation","Alpha Arbutin(2%) + Aloe Vera(10%) + Vitamin C(1%) -> Reduces hyperpigmentation and dark spots, Soothes and hydrates irritated skin, Brightens skin and reduces pigmentation"
45+,Combination,T-Zone Oily Cheeks Dry,No,Whiteheads / Blackheads,General,Salicylic Acid + Niacinamide + Willow Bark Extract,2% + 5% + 1%,"Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum, Naturally exfoliates and clears pores","Salicylic Acid(2%) + Niacinamide(5%) + Willow Bark Extract(1%) -> Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum, Naturally exfoliates and clears pores"
45+,Combination,T-Zone Oily Cheeks Dry,No,Wrinkles,General,Niacinamide + Retinol + Peptides,5% + 0.1% + 1%,"Reduces inflammation and regulates sebum, Stimulates collagen production and reduces wrinkles, Improves skin elasticity and firmness","Niacinamide(5%) + Retinol(0.1%) + Peptides(1%) -> Reduces inflammation and regulates sebum, Stimulates collagen production and reduces wrinkles, Improves skin elasticity and firmness"
45+,Combination,T-Zone Dry Cheeks Oily,Yes,Acne,Comedonal,Niacinamide + Azelaic Acid + Benzoyl Peroxide,5% + 10% + 2.5%,"Reduces inflammation and regulates sebum, Reduces acne and improves skin texture, Kills acne-causing bacteria","Niacinamide(5%) + Azelaic Acid(10%) + Benzoyl Peroxide(2.5%) -> Reduces inflammation and regulates sebum, Reduces acne and improves skin texture, Kills acne-causing bacteria"
45+,Combination,T-Zone Dry Cheeks Oily,Yes,Acne,Inflammatory,Green Tea Extract + Benzoyl Peroxide + Zinc PCA,3% + 2.5% + 1%,"Provides antioxidant and anti-inflammatory benefits, Kills acne-causing bacteria, Controls sebum production","Green Tea Extract(3%) + Benzoyl Peroxide(2.5%) + Zinc PCA(1%) -> Provides antioxidant and anti-inflammatory benefits, Kills acne-causing bacteria, Controls sebum production"
45+,Combination,T-Zone Dry Cheeks Oily,Yes,Acne,Fungal,Green Tea Extract + Salicylic Acid + Niacinamide,3% + 2% + 5%,"Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum","Green Tea Extract(3%) + Salicylic Acid(2%) + Niacinamide(5%) -> Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum"
45+,Combination,T-Zone Dry Cheeks Oily,Yes,Acne,Cystic,Salicylic Acid + Green Tea Extract + Benzoyl Peroxide,2% + 3% + 2.5%,"Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits, Kills acne-causing bacteria","Salicylic Acid(2%) + Green Tea Extract(3%) + Benzoyl Peroxide(2.5%) -> Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits, Kills acne-causing bacteria"
